Code;Individual;Species (from Individuals);Study (from Individuals);Origin (from Individual);Sample type;16S region;Platform;Type;Read-length;F Primer;R Primer;ERDA;Archived S;Warning;Data processing;Class;Status (from Data processing);Diet;Mobility
D06625;I10549;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076130;;;Mammalia;;;
D06626;I10550;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076131;;;Mammalia;;;
D06627;I10551;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076132;;;Mammalia;;;
D06628;I10552;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076133;;;Mammalia;;;
D06629;I10553;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076134;;;Mammalia;;;
D06630;I10554;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076135;;;Mammalia;;;
D06631;I10555;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076136;;;Mammalia;;;
D06632;I10556;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076137;;;Mammalia;;;
D06633;I10557;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076138;;;Mammalia;;;
D06634;I10558;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076139;;;Mammalia;;;
D06635;I10559;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076140;;;Mammalia;;;
D06636;I10560;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076141;;;Mammalia;;;
D06637;I10561;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076142;;;Mammalia;;;
D06638;I10562;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076143;;;Mammalia;;;
D06639;I10563;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076144;;;Mammalia;;;
D06640;I10564;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076145;;;Mammalia;;;
D06641;I10565;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076146;;;Mammalia;;;
D06642;I10566;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076147;;;Mammalia;;;
D06643;I10567;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076148;;;Mammalia;;;
D06644;I10568;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076149;;;Mammalia;;;
D06645;I10569;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076150;;;Mammalia;;;
D06646;I10570;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076151;;;Mammalia;;;
D06647;I10571;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076152;;;Mammalia;;;
D06648;I10572;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076153;;;Mammalia;;;
D06649;I10573;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076154;;;Mammalia;;;
D06650;I10574;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076155;;;Mammalia;;;
D06651;I10575;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076156;;;Mammalia;;;
D06652;I10576;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076157;;;Mammalia;;;
D06653;I10577;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076158;;;Mammalia;;;
D06654;I10578;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076159;;;Mammalia;;;
D06655;I10579;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076160;;;Mammalia;;;
D06656;I10580;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076161;;;Mammalia;;;
D06657;I10581;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076162;;;Mammalia;;;
D06658;I10582;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076163;;;Mammalia;;;
D06659;I10583;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076164;;;Mammalia;;;
D06660;I10584;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076165;;;Mammalia;;;
D06661;I10585;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076166;;;Mammalia;;;
D06662;I10586;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076167;;;Mammalia;;;
D06663;I10587;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076168;;;Mammalia;;;
D06664;I10588;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076169;;;Mammalia;;;
D06665;I10589;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076170;;;Mammalia;;;
D06666;I10590;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076171;;;Mammalia;;;
D06667;I10591;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076172;;;Mammalia;;;
D06668;I10592;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076173;;;Mammalia;;;
D06669;I10593;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076174;;;Mammalia;;;
D06670;I10594;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076175;;;Mammalia;;;
D06671;I10595;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076176;;;Mammalia;;;
D06672;I10596;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076177;;;Mammalia;;;
D06673;I10597;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076178;;;Mammalia;;;
D06674;I10598;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076179;;;Mammalia;;;
D06675;I10599;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076180;;;Mammalia;;;
D06676;I10600;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076181;;;Mammalia;;;
D06677;I10601;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076182;;;Mammalia;;;
D06678;I10602;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076183;;;Mammalia;;;
D06679;I10603;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076184;;;Mammalia;;;
D06680;I10604;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076185;;;Mammalia;;;
D06681;I10605;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076186;;;Mammalia;;;
D06682;I10606;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076187;;;Mammalia;;;
D06683;I10607;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076188;;;Mammalia;;;
D06684;I10608;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076189;;;Mammalia;;;
D06685;I10609;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076190;;;Mammalia;;;
D06686;I10610;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076191;;;Mammalia;;;
D06687;I10611;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076192;;;Mammalia;;;
D06688;I10612;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076193;;;Mammalia;;;
D06689;I11654;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00644;Mammalia;Done;;
D06690;I11655;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00645;Mammalia;Done;;
D06691;I11656;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00646;Mammalia;Done;;
D06692;I11657;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00647;Mammalia;Done;;
D06693;I11658;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06694;I11659;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06695;I11660;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06696;I11661;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06697;I11662;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06698;I11663;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06699;I11664;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06700;I11665;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06701;I11666;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06702;I11667;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06703;I11668;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06704;I11669;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06705;I11670;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06706;I11671;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06707;I11672;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06708;I11673;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06709;I11674;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06710;I11675;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06711;I11676;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06712;I11677;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06713;I11678;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06714;I11679;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06715;I11680;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06716;I11681;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06717;I11682;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06718;I11683;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06719;I11684;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06720;I11685;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06721;I11686;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06722;I11687;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06723;I11688;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06724;I11689;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06725;I11690;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06726;I11691;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06727;I11692;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06728;I11693;EPBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06729;I11694;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00648;Mammalia;Done;;
D06730;I11695;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00649;Mammalia;Done;;
D06731;I11696;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00650;Mammalia;Done;;
D06732;I11697;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00651;Mammalia;Done;;
D06733;I11698;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06734;I11699;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06735;I11700;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06736;I11701;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06737;I11702;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06738;I11703;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06739;I11704;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06740;I11705;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06741;I11706;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06742;I11707;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06743;I11708;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06744;I11709;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06745;I11710;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06746;I11711;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06747;I11712;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06748;I11713;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06749;I11714;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06750;I11715;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06751;I11716;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06752;I11717;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06753;I11718;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06754;I11719;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06755;I11720;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06756;I11721;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06757;I11722;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06758;I11723;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06759;I11724;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06760;I11725;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06761;I11726;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06762;I11727;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06763;I11728;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06764;I11729;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06765;I11730;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06766;I11731;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06767;I11732;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06768;I11733;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06769;I11734;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06770;I11735;HYBO;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06771;I11736;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00652;Mammalia;Done;;
D06772;I11737;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00653;Mammalia;Done;;
D06773;I11738;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00654;Mammalia;Done;;
D06774;I11739;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00655;Mammalia;Done;;
D06775;I11740;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06776;I11741;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06777;I11742;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06778;I11743;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06779;I11744;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06780;I11745;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06781;I11746;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06782;I11747;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06783;I11748;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06784;I11749;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06785;I11750;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06786;I11751;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06787;I11752;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06788;I11753;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06789;I11754;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06790;I11755;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06791;I11756;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06792;I11757;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06793;I11758;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06794;I11759;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06795;I11760;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06796;I11761;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06797;I11762;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06798;I11763;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06799;I11764;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06800;I11765;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06801;I11766;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06802;I11767;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06803;I11768;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06804;I11769;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06805;I11770;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06806;I11771;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06807;I11772;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06808;I11773;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06809;I11774;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06810;I11775;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06811;I11776;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06812;I11777;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06813;I11778;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06814;I11779;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06815;I11780;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06816;I11781;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06817;I11782;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06818;I11783;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
D06819;I11784;PIKU;Morris2021;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;;
