"Row.names" "mean_wild" "sd_wild" "mean_captive" "sd_captive"
"156" "Haemophilus" 0 0 0.00229696943595044 0.0127889845679947
"157" "Hafnia-Obesumbacterium" 6.22619580967636 11.6294768627496 0.0156814170121495 0.0443343340487614
"158" "Haliangium" 0.0394040142839552 0.21582467479578 0 0
"159" "Helicobacter" 0 0 0.10941898252281 0.307008337110407
"160" "Heliimonas" 0.000393840337127329 0.00215715236700077 0 0
"161" "Herbaspirillum" 0.0218129718005748 0.0829887116369248 0.00574242358987611 0.0319724614199866
"162" "Herminiimonas" 0.058431788623012 0.177365571703603 0 0
"163" "Hirschia" 0.0295530107129664 0.161868506096835 0 0
"164" "Hydrogenophaga" 0.0273404345636575 0.103316900172884 0 0
"165" "Hymenobacter" 0 0 0.0012587530540496 0.0070084403959408
"166" "Hyphomicrobium" 0.110515946312031 0.60532076759129 0 0
"167" "Ideonella" 0.024627508927472 0.134890421747363 0 0
"168" "Ignatzschineria" 0 0 0.00169468933714966 0.00698867797296319
"169" "Inquilinus" 0.007696096539835 0.0421532567960508 0 0
"170" "IS-44" 0.0972786602635143 0.532817165902083 0 0
"171" "Janthinobacterium" 2.25879196552796 4.86289542151509 0.0813841493274512 0.359896884075385
"172" "Jatrophihabitans" 0.0101588474325822 0.0556422989707871 0 0
"173" "Jeotgalibaca" 0 0 0.00172272707696283 0.00959173842599599
"174" "Kaistia" 0.0311662773592941 0.11303083928456 0 0
"175" "Klebsiella" 0.0329921476336222 0.0902601429708386 0 0
"176" "Knoellia" 0 0 0.00507660039529733 0.0202676681692951
"177" "Labrys" 0.0126215983253294 0.0691313411455234 0.000452300399833553 0.00251830204748703
"178" "Lachnoclostridium" 0.00382325632202742 0.0209408373069865 0 0
"179" "Lachnoclostridium 5" 0.000819269211863018 0.00448732228006854 0 0
"180" "Lachnospiraceae UCG-007" 0 0 0.0012053939800219 0.00378780760184732
"181" "Lactobacillus" 0.0831398872178561 0.425328448137003 0.255200127774725 0.718459665905008
"182" "Lactococcus" 0.0435318639291517 0.135717433823199 0.0148320631288293 0.0825814325159409
"183" "Lacunisphaera" 0.081578623322251 0.446824522038139 0 0
"184" "Lampropedia" 0.0611349973457394 0.296245297551092 0 0
"185" "Larkinella" 0.0049255017854944 0.0269780843494725 0 0
"186" "Lautropia" 0 0 0.0384532220280883 0.190069556984033
"187" "Legionella" 0.0153549673267852 0.0760379963128463 0 0
"188" "Leptothrix" 0.026166728235439 0.143321073106573 0 0
"189" "Leucobacter" 0.0081366965012205 0.0445665221729183 0 0
"190" "Leuconostoc" 0.0611115857097016 0.221364178104351 0.011132317163419 0.0373533375641756
"191" "Limnohabitans" 0.0654959120062754 0.208002164829069 0 0
"192" "Luteibacter" 0.0043098140623076 0.0236058238057885 0 0
"193" "Luteimonas" 0.00450244189314916 0.0181986504356267 0.000879205901230009 0.0048952112844583
"194" "Luteolibacter" 0.0197297211198294 0.0578786476112301 0 0
"195" "Lysinibacillus" 0.178689063995734 0.365668163136495 0.0380993337518207 0.122189749382972
"196" "Lysinimonas" 0.0073882526782416 0.0404671265242088 0 0
"197" "Massilia" 1.06360849388588 2.27989215476453 0.106012254692743 0.544674641015818
"198" "Megasphaera" 0 0 0.00372433383549408 0.0147751949897517
"199" "Meiothermus" 0 0 0.00299596236456714 0.0166808124858169
"200" "Mesorhizobium" 0.0267824159586258 0.146693333650257 0.00861363538481416 0.0479586921299799
"201" "Methylobacterium" 0.000393840337127329 0.00215715236700077 0.0133380370717601 0.0638701114429051
"202" "Methylocystis" 0 0 0.000794142405616175 0.00442159778500184
"203" "Methylophilus" 0.0356504175347379 0.141866862023263 0 0
"204" "Methylorosula" 0.00380560969736969 0.0150655297138226 0 0
"205" "Methylotenera" 0.127882714436849 0.545988555760614 0 0
"206" "Microbacterium" 0.0223880742345382 0.102453086435065 0 0
"207" "mle1-7" 0.010774535155769 0.0590145595144712 0 0
"208" "MM1" 0.0043098140623076 0.0236058238057885 0 0
"209" "Moheibacter" 0.00724846343077716 0.0296610236005097 0 0
"210" "Moraxella" 0 0 0.00558909740613886 0.0135583674327336
"211" "Morganella" 0.00430269041347134 0.0167422454017697 0 0
"212" "Mucilaginibacter" 0.0723932005970766 0.324627088750978 0.00201400488647936 0.0112135046335053
"213" "Mycetocola" 0.00850670840919182 0.0374119193875784 0 0
"214" "Mycobacterium" 0.0083117842630218 0.0455255173397349 0 0
"215" "Mycoplana" 0.00923531584780199 0.050583908155261 0 0
"216" "Mycoplasma" 0 0 0.000921834573712965 0.00513255768794365
"217" "Myroides" 0.510382982343197 1.24848663179524 0.00032592133888486 0.00181465321572897
"218" "Necropsobacter" 0 0 0.192217158176353 1.04743892315006
"219" "Neisseria" 0 0 0.0730603019179056 0.161032851731761
"220" "Neomicrococcus" 0 0 0.000351573761347043 0.00195747985933417
"221" "Nesterenkonia" 0 0 0.000344876939286139 0.00192019353211926
"222" "Nitrospirillum" 0.0326314493289004 0.178729808815256 0 0
"223" "Noviherbaspirillum" 0.0211833392576234 0.0416629395615142 0 0
"224" "Novosphingobium" 0.00292569887170482 0.0114026037543703 0 0
"225" "Ochrobactrum" 0.0512061091866117 0.176512129050726 0.000646298776168637 0.0035984392936924
"226" "Oerskovia" 0.00448377581120944 0.0245586515459543 0 0
"227" "Opitutus" 0.0110823790173624 0.0607006897863132 0 0
"228" "Paenarthrobacter" 0 0 0.000755251832429758 0.00420506423756448
"229" "Paenibacillus" 0.140708479489347 0.525066102581143 0.0514367943105047 0.11408823664641
"230" "Paeniclostridium" 0 0 0.0380537683547464 0.159302608382439
"231" "Paeniglutamicibacter" 0.0107601465514175 0.0589357498827278 0.00229696943595044 0.0127889845679947
"232" "Paenisporosarcina" 0.0352196564729343 0.165149546567526 0 0
"233" "Pajaroellobacter" 0.0834256864918113 0.456941303669191 0 0
"234" "Paludibaculum" 0.0132372860485162 0.0725036016892074 0 0
"235" "Pantoea" 0.0476122200785309 0.115510572710892 0.00199938567318681 0.00875290171657469
"236" "Paraclostridium" 0 0 0.00865299015621184 0.0241136739388609
"237" "Paracoccus" 0 0 0.000624233850485069 0.00347558698680293
"238" "Parascardovia" 0 0 0.000740514929398072 0.00412301263404618
"239" "Parvimonas" 0 0 0.000246838309799357 0.00137433754468206
"240" "Pectobacterium" 0.0120159484406576 0.0658140601076719 0 0
"241" "Pedobacter" 8.92137551839454 14.3801472507883 0.397220963131394 2.13708325645622
"242" "Pedomicrobium" 0.0024627508927472 0.0134890421747363 0 0
"243" "Pedosphaera" 0.0064647210934614 0.0354087357086827 0 0
"244" "Pelomonas" 0.0852981691707829 0.297694738948288 0.00143560589746903 0.00799311535499666
"245" "Pelosinus" 0.00204817302965755 0.0112183057001714 0 0
"246" "Peptococcus" 0 0 0.00229696943595044 0.0127889845679947
"247" "Peptoniphilus" 0 0 0.00315833297443186 0.0175848537809927
"248" "Peptostreptococcus" 0 0 0.000517315408929209 0.00288029029817889
"249" "Phaeodactylibacter" 0.0036941263391208 0.0202335632621044 0 0
"250" "Phenylobacterium" 0.0260493701657244 0.133071061299992 0 0
"251" "Pirellula" 0.0083117842630218 0.0455255173397349 0 0
"252" "Piscinibacter" 0.0116980667405492 0.0640729503299973 0 0
"253" "Planctomicrobium" 0.0036941263391208 0.0202335632621044 0 0
"254" "Planctopirus" 0.0024627508927472 0.0134890421747363 0 0
"255" "Plantibacter" 0.00375191900953453 0.0153636213627301 0 0
"256" "Pluralibacter" 0.00350914676050123 0.0138631789743144 0 0
"257" "Polaromonas" 0.0592441663045372 0.113293467474168 0.0041639310249607 0.019826853688649
"258" "Polymorphobacter" 0.000471976401179941 0.00258512121536362 0 0
"259" "Porphyromonas" 0 0 0.0109751845610089 0.0347230283537622
"260" "Prevotella" 0 0 0.00143560589746903 0.00799311535499666
"261" "Prevotella 6" 0 0 0.00717802948734513 0.0399655767749833
"262" "Prevotella 9" 0.0101474926253687 0.0555801061303177 0 0
"263" "Prosthecobacter" 0.0289373229897796 0.158496245553151 0 0
"264" "Proteus" 0 0 0.000246838309799357 0.00137433754468206
"265" "Providencia" 0.0173886432505051 0.0492640429329494 0.076796224701179 0.305842696985366
"266" "Pseudaminobacter" 0.0073882526782416 0.0404671265242088 0 0
"267" "Pseudarthrobacter" 0.117576649941557 0.356227574110552 0.0145874087857059 0.0335489215633587
"268" "Pseudochrobactrum" 0.166894391120542 0.372230481760697 0 0
"269" "Pseudoclavibacter" 0.00329029274712766 0.0180216755839746 0 0
"270" "Pseudoduganella" 0.00673435635118179 0.0279382599389542 0.00239163080269423 0.0133160367522875
"271" "Pseudoflavitalea" 0.0190863194187908 0.104540076854206 0 0
"272" "Pseudolabrys" 0.0529491441940648 0.29001440675683 0 0
"273" "Pseudomonas" 31.1828040360644 26.4761852957355 2.81140002743539 11.2033133825958
"274" "Pseudorhodoferax" 0.0110972534027452 0.0378072509130629 0 0
"275" "Pseudorhodoplanes" 0.0067725649550548 0.0370948659805247 0 0
"276" "Pseudoxanthomonas" 0.186918639403314 0.900377129321959 0 0
"277" "Psychrobacillus" 0.000751575964717175 0.0028626920788996 0 0
"278" "Psychrobacter" 0.0210051940116101 0.115050185849313 0.0533003721874551 0.167179674911865
"279" "Rahnella" 0.315448135653806 0.669864120669203 0 0
"280" "Ralstonia" 0 0 0.0368600753159188 0.201335639435483
"281" "Ramlibacter" 0.0193850648553319 0.0430195866582164 0.00478326160538847 0.026632073504575
"282" "Raoultella" 0.0771672908517504 0.14510395057044 0.0105427550043067 0.0543820781645836
"283" "Reyranella" 0.0680334934121414 0.372634790077089 0 0
"284" "Rheinheimera" 0.0034525088230781 0.0189101696238549 0.00172272707696283 0.00959173842599599
"285" "Rhizobacter" 0.0945950264820374 0.475929507076175 0 0
"286" "Rhizorhapis" 0.0073882526782416 0.0404671265242088 0 0
"287" "Rhodanobacter" 0.0049255017854944 0.0269780843494725 0 0
"288" "Rhodobacter" 0.00788463483645613 0.0316829623145175 0.00212776302510955 0.00827877539928449
"289" "Rhodococcus" 0.00551060002805876 0.0217299531739896 0 0
"290" "Rhodoferax" 1.30937848898613 3.1006053945385 0.00310905984891408 0.0120398037401708
"291" "Rhodopseudomonas" 0.0124466727993118 0.0459780589459879 0.000755251832429758 0.00420506423756448
"292" "Romboutsia" 0 0 0.131216017764323 0.437781586619745
"293" "Roseateles" 0.0259000121181793 0.0925313590801109 0 0
"294" "Roseiarcus" 0.0204398333812406 0.101370639121721 0 0
"295" "Roseococcus" 0.0064647210934614 0.0354087357086827 0 0
"296" "Roseomonas" 0.0027705947543406 0.0151751724465783 0 0
"297" "Rothia" 0 0 0.0114848471797522 0.0639449228399733
"298" "Rubellimicrobium" 0.158008900380383 0.795080723623224 0 0
"299" "Ruminococcaceae UCG-002" 0.000471976401179941 0.00258512121536362 0 0
"300" "Ruminococcaceae UCG-014" 0 0 0.0139656194129659 0.0777572780723586
"301" "Ruminococcus 1" 0 0 0.00714728165054558 0.0397943800650166
"302" "Sandaracinobacter" 0.000525120449503105 0.00287620315600103 0 0
"303" "Sanguibacter" 0.0320100388304787 0.0713348761157212 0 0
"304" "Sarcina" 0.080002701091612 0.173238242992403 0.209981775650815 0.397752846172583
"305" "Sediminibacterium" 0.018470631695604 0.101167816310522 0 0
"306" "Serratia" 4.54616809767142 7.35904177213073 0.122721137079135 0.524245311123448
"307" "SH-PL14" 0.0024627508927472 0.0134890421747363 0 0
"308" "Shewanella" 0 0 0.000517287756833371 0.00288013633782513
"309" "Shinella" 0.0027705947543406 0.0151751724465783 0.000362300900559272 0.00201720604275514
"310" "Simplicispira" 0.00917300409686197 0.050242612639386 0 0
"311" "Singulisphaera" 0.003078438615934 0.0168613027184203 0 0
"312" "Sinobaca" 0 0 0.000344876939286139 0.00192019353211926
"313" "SM1A02" 0.016931412387637 0.0927371649513118 0 0
"314" "Soonwooa" 0.064251473870701 0.328762181863755 0 0
"315" "Sphingobacterium" 1.91831677390353 3.5028742640836 0.13425171590315 0.628591973303007
"316" "Sphingobium" 0.0820359325192807 0.251591688976529 0 0
"317" "Sphingomonas" 0.249153962496761 0.788491782096947 0.00995201328937549 0.0328336234813534
"318" "Sphingopyxis" 0.171339714042264 0.740399816540577 0 0
"319" "Spirochaeta 2" 0.109900258588844 0.601948507047606 0 0
"320" "Spirosoma" 0.00758936253833874 0.0319923815421042 0.00100700244323968 0.00560675231675264
"321" "Staphylococcus" 0 0 0.00768456952411475 0.0289631582370243
"322" "Stappia" 0 0 0.00200984825645664 0.0111903614969953
"323" "Stenotrophomonas" 0.649305540257631 2.03797262038372 0.000755251832429758 0.00420506423756448
"324" "Streptococcus" 2.47205869792182 9.77308118430952 36.1650245189592 27.3786758353978
"325" "Subtercola" 0.633274974884332 1.52768925084053 0.0018881295810744 0.0105126605939112
"326" "Sutterella" 0.00117994100294985 0.00646280303840904 0 0
"327" "SWB02" 0.0273981036818126 0.150065594193941 0 0
"328" "Syntrophococcus" 0 0 0.00229696943595044 0.0127889845679947
"329" "Taibaiella" 0.0185046094586831 0.058109093798978 0 0
"330" "Tardiphaga" 0.155768659118886 0.776211451409421 0 0
"331" "Terrimicrobium" 0.0027705947543406 0.0151751724465783 0 0
"332" "Terrimonas" 0.0674178056889546 0.369262529533405 0 0
"333" "Terrisporobacter" 0.227673040707091 0.614327307347445 1.12448209818128 2.45410243733785
"334" "Thermomonas" 0 0 0.00032592133888486 0.00181465321572897
"335" "Thermus" 0 0 0.470597125832404 2.56045647402475
"336" "Trichococcus" 0 0 0.00431128872789215 0.0170580076361914
"337" "Trueperella" 0 0 0.00172272707696283 0.00959173842599599
"338" "Tumebacillus" 0 0 0.000595606804212131 0.00331619833875138
"339" "Turicibacter" 0.71282150547217 1.9869411968056 1.59451390180813 2.54672928330012
"340" "Tychonema CCAP 1459-11B" 0 0 0.00591465788100188 0.032931421368174
"341" "UBA6140" 0.0058490333702746 0.0320364751649986 0 0
"342" "Uliginosibacterium" 0.00109235894915069 0.00598309637342472 0 0
"343" "Undibacterium" 0.00778305751269867 0.0426295616606511 0 0
"344" "Vagococcus" 0.00384274495949623 0.0210475809705536 0 0
"345" "Variovorax" 0.166385391285861 0.379041976042286 0.00616788996484303 0.0343413579401099
"346" "Veillonella" 0.00210048179801242 0.0115048126240041 0.212092666102233 0.987949559444523
"347" "Verticia" 0.00310418121475317 0.0119472912236333 0 0
"348" "Vitreoscilla" 0.00949281258475726 0.0519942758684047 0.00124846770097014 0.00695117397360586
"349" "Vogesella" 0.00383612091453123 0.021011299582061 0 0
"350" "Vulcaniibacterium" 0 0 0.00291914281675772 0.0162530993451549
"351" "W5053" 0 0 0.00143560589746903 0.00799311535499666
"352" "Weissella" 0 0 0.897399705447379 2.25876292902698
"353" "Xenophilus" 0.0083117842630218 0.0455255173397349 0 0
"354" "Yersinia" 0.0573071437363414 0.141869141022843 0 0
