"Row.names" "mean_wild" "sd_wild" "mean_captive" "sd_captive"
"67" "Romboutsia" 9.1226828162483 8.07976661113458 6.9282894796627 3.75714313852473
"68" "Salmonella" 5.89634521623027 7.50428774230106 1.2075265311483 1.69601361433215
"69" "Sarcina" 0.961488117793307 1.19771460457383 2.31445779261383 1.30451332288047
"70" "Serratia" 0.338984216640939 1.18611668589015 0.0439514282590363 0.145770396535447
"71" "Solibacillus" 1.15128845784301 3.55983267485936 2.59670553898158 4.73046063552856
"72" "Sphingobacterium" 0.0108944540138005 0.043577816055202 0.00924038592200027 0.0306468930213571
"73" "Sporosarcina" 0.0312003214167646 0.0905622170081508 0.708772839047444 1.44654523796481
"74" "Terrisporobacter" 0.819250881737238 0.872328251436931 1.25679881662624 0.495665216076441
"75" "Trabulsiella" 0 0 0.0210420831245618 0.0697886945316408
"76" "Turicibacter" 0.121557726831151 0.299861938169239 0.0350416673618614 0.0817791898057393
"77" "Vagococcus" 0.0605874940466741 0.242349976186696 0 0
"78" "Virgibacillus" 0 0 0.0523952987127428 0.173775546608759
"79" "Viridibacillus" 0.035980192093269 0.0988654518653474 0 0
"80" "Yokenella" 0.486172945312901 1.28726062820388 0.0474362161557098 0.090414241558627
